,Site,Measurement,DateTime,Value,detection limit,censored
1464,SQ26369,Black Disc Clarity,2019-05-21 11:10:00,5.87,3.85,>
1465,SQ26369,Black Disc Clarity,2019-06-18 12:36:00,4.55,3.85,>
1538,SQ26932,Black Disc Clarity,2013-11-13 09:00:00,5.15,2.5,>
1539,SQ26932,Black Disc Clarity,2013-12-02 09:20:00,3.65,2.5,>
1540,SQ26932,Black Disc Clarity,2014-01-08 08:50:00,3.15,2.5,>
1541,SQ26932,Black Disc Clarity,2014-02-03 09:40:00,3.75,2.5,>
1542,SQ26932,Black Disc Clarity,2014-03-06 09:15:00,3.35,2.5,>
1543,SQ26932,Black Disc Clarity,2014-04-07 10:45:00,3.5,2.5,>
1544,SQ26932,Black Disc Clarity,2014-05-09 10:10:00,4.5,2.5,>
1545,SQ26932,Black Disc Clarity,2014-10-02 09:38:00,3.42,2.5,>
1546,SQ26932,Black Disc Clarity,2014-11-04 09:35:00,2.82,2.5,>
1547,SQ26932,Black Disc Clarity,2014-12-01 09:49:00,3.4,2.5,>
1548,SQ26932,Black Disc Clarity,2015-01-09 09:52:00,4.2,2.5,>
1550,SQ26932,Black Disc Clarity,2015-03-02 09:49:00,4.15,2.5,>
1551,SQ26932,Black Disc Clarity,2015-04-07 10:07:00,3.62,2.5,>
1552,SQ26932,Black Disc Clarity,2015-05-06 10:28:00,3.25,2.5,>
1554,SQ26932,Black Disc Clarity,2015-07-02 11:00:00,4.2,2.5,>
1555,SQ26932,Black Disc Clarity,2015-08-05 10:49:00,3.35,2.5,>
1557,SQ26932,Black Disc Clarity,2015-10-02 09:53:00,3.65,2.5,>
1558,SQ26932,Black Disc Clarity,2015-12-01 10:06:00,4.65,2.5,>
1559,SQ26932,Black Disc Clarity,2016-01-07 10:06:00,4.56,2.5,>
1560,SQ26932,Black Disc Clarity,2016-02-01 10:43:00,4.7,2.5,>
1561,SQ26932,Black Disc Clarity,2016-07-05 10:10:00,5.4,2.5,>
1562,SQ26932,Black Disc Clarity,2016-09-01 11:12:00,4.1,2.5,>
1563,SQ26932,Black Disc Clarity,2016-10-04 09:50:00,3.95,2.5,>
1564,SQ26932,Black Disc Clarity,2016-11-02 10:00:00,4.22,2.5,>
1565,SQ26932,Black Disc Clarity,2016-12-05 10:12:00,4.3,2.5,>
1566,SQ26932,Black Disc Clarity,2017-01-10 09:40:00,5.75,2.5,>
1567,SQ26932,Black Disc Clarity,2017-02-01 10:10:00,4.5,2.5,>
1568,SQ26932,Black Disc Clarity,2017-03-08 10:39:00,5.95,2.5,>
1569,SQ26932,Black Disc Clarity,2017-04-07 11:05:00,5.07,2.5,>
1570,SQ26932,Black Disc Clarity,2017-05-10 10:54:00,4.2,2.5,>
1571,SQ26932,Black Disc Clarity,2017-07-05 11:10:00,3.3,2.5,>
1572,SQ26932,Black Disc Clarity,2017-08-02 11:08:00,4.2,2.5,>
1573,SQ26932,Black Disc Clarity,2017-09-05 10:43:00,3.85,2.5,>
1574,SQ26932,Black Disc Clarity,2017-10-05 10:22:00,3.95,2.5,>
1575,SQ26932,Black Disc Clarity,2017-11-01 09:45:00,3.07,2.5,>
1576,SQ26932,Black Disc Clarity,2017-12-06 10:20:00,3.95,2.5,>
1577,SQ26932,Black Disc Clarity,2018-01-10 09:40:00,2.95,2.5,>
1579,SQ26932,Black Disc Clarity,2018-03-06 09:57:00,3.87,2.5,>
1580,SQ26932,Black Disc Clarity,2018-04-11 10:57:00,5.8,2.5,>
1581,SQ26932,Black Disc Clarity,2018-05-01 10:34:00,3.4,2.5,>
1582,SQ26932,Black Disc Clarity,2018-06-05 11:13:00,4.65,2.5,>
1583,SQ26932,Black Disc Clarity,2018-07-05 11:12:00,4.23,2.5,>
1584,SQ26932,Black Disc Clarity,2018-08-07 10:55:00,3.62,2.5,>
1585,SQ26932,Black Disc Clarity,2018-09-04 10:40:00,3.56,2.5,>
1586,SQ26932,Black Disc Clarity,2018-10-01 10:02:00,3.26,2.5,>
1587,SQ26932,Black Disc Clarity,2018-11-05 09:51:00,4.11,2.5,>
1588,SQ26932,Black Disc Clarity,2018-12-05 09:51:00,4.35,2.5,>
1589,SQ26932,Black Disc Clarity,2019-01-09 10:03:00,3.06,2.5,>
1590,SQ26932,Black Disc Clarity,2019-02-01 09:49:00,4.67,2.5,>
1591,SQ26932,Black Disc Clarity,2019-03-06 10:15:00,5.36,2.5,>
1592,SQ26932,Black Disc Clarity,2019-04-01 09:53:00,4.28,2.5,>
1593,SQ26932,Black Disc Clarity,2019-05-15 10:57:00,3.45,2.5,>
1594,SQ26932,Black Disc Clarity,2019-06-05 10:58:00,3.55,2.5,>
1595,SQ26932,Black Disc Clarity,2019-07-02 10:46:00,4.17,2.5,>
1596,SQ26932,Black Disc Clarity,2019-08-05 10:45:00,3.24,2.5,>
1597,SQ26932,Black Disc Clarity,2019-09-05 10:29:00,3.78,2.5,>
1598,SQ26932,Black Disc Clarity,2019-11-05 09:38:00,4.15,2.5,>
1670,SQ30162,Black Disc Clarity,2013-04-02 11:30:00,4.9,4.3,>
1671,SQ30162,Black Disc Clarity,2013-05-02 11:12:00,6.26,4.3,>
1677,SQ30162,Black Disc Clarity,2013-11-07 00:00:00,4.45,4.3,>
1681,SQ30162,Black Disc Clarity,2014-03-03 08:04:00,4.44,4.3,>
1693,SQ30162,Black Disc Clarity,2015-04-09 11:55:00,5.84,4.3,>
1694,SQ30162,Black Disc Clarity,2015-06-11 12:18:00,4.79,4.3,>
1699,SQ30162,Black Disc Clarity,2015-12-16 14:08:00,7.0,4.3,>
1700,SQ30162,Black Disc Clarity,2016-01-14 13:47:00,4.49,4.3,>
1702,SQ30162,Black Disc Clarity,2016-03-09 08:23:00,5.21,4.3,>
1703,SQ30162,Black Disc Clarity,2016-04-14 14:47:00,6.09,4.3,>
1704,SQ30162,Black Disc Clarity,2016-05-10 13:27:00,6.82,4.3,>
1705,SQ30162,Black Disc Clarity,2016-06-09 14:28:00,5.57,4.3,>
1706,SQ30162,Black Disc Clarity,2016-07-14 12:26:00,5.93,4.3,>
1707,SQ30162,Black Disc Clarity,2016-08-09 11:53:00,5.17,4.3,>
1708,SQ30162,Black Disc Clarity,2016-09-01 14:26:00,5.36,4.3,>
1711,SQ30162,Black Disc Clarity,2016-12-06 11:49:00,4.45,4.3,>
1712,SQ30162,Black Disc Clarity,2017-01-10 11:49:00,4.86,4.3,>
1713,SQ30162,Black Disc Clarity,2017-02-07 11:41:00,4.57,4.3,>
1714,SQ30162,Black Disc Clarity,2017-03-08 10:21:00,6.44,4.3,>
1716,SQ30162,Black Disc Clarity,2017-05-09 10:37:00,5.31,4.3,>
1718,SQ30162,Black Disc Clarity,2017-07-05 10:59:00,4.33,4.3,>
1722,SQ30162,Black Disc Clarity,2017-12-11 13:21:00,4.98,4.3,>
1724,SQ30162,Black Disc Clarity,2018-02-15 10:36:00,4.38,4.3,>
1725,SQ30162,Black Disc Clarity,2018-03-13 11:44:00,4.79,4.3,>
1738,SQ30162,Black Disc Clarity,2019-04-04 14:39:00,5.5,4.3,>
1741,SQ30162,Black Disc Clarity,2019-07-11 13:56:00,5.38,4.3,>
1745,SQ30184,Black Disc Clarity,2013-04-02 08:02:00,9.5,5.0,>
1746,SQ30184,Black Disc Clarity,2013-05-02 12:32:00,10.95,5.0,>
1752,SQ30184,Black Disc Clarity,2013-11-07 08:42:00,6.41,5.0,>
1753,SQ30184,Black Disc Clarity,2013-12-04 08:30:00,5.6,5.0,>
1754,SQ30184,Black Disc Clarity,2014-01-08 13:09:00,6.7,5.0,>
1755,SQ30184,Black Disc Clarity,2014-03-03 10:30:00,9.57,5.0,>
1756,SQ30184,Black Disc Clarity,2014-04-01 09:00:00,8.44,5.0,>
1761,SQ30184,Black Disc Clarity,2014-09-02 12:41:00,6.64,5.0,>
1764,SQ30184,Black Disc Clarity,2014-12-03 11:38:00,7.08,5.0,>
1765,SQ30184,Black Disc Clarity,2015-01-09 11:50:00,5.7,5.0,>
1766,SQ30184,Black Disc Clarity,2015-02-02 10:44:00,9.43,5.0,>
1767,SQ30184,Black Disc Clarity,2015-03-05 10:57:00,9.33,5.0,>
1768,SQ30184,Black Disc Clarity,2015-04-01 11:42:00,9.31,5.0,>
1769,SQ30184,Black Disc Clarity,2015-05-06 10:38:00,6.75,5.0,>
1773,SQ30184,Black Disc Clarity,2015-09-10 13:16:00,5.6,5.0,>
1775,SQ30184,Black Disc Clarity,2015-11-05 09:46:00,7.01,5.0,>
1776,SQ30184,Black Disc Clarity,2015-12-03 11:38:00,8.24,5.0,>
1777,SQ30184,Black Disc Clarity,2016-01-12 11:58:00,8.35,5.0,>
1778,SQ30184,Black Disc Clarity,2016-02-04 09:00:00,8.01,5.0,>
1779,SQ30184,Black Disc Clarity,2016-03-02 11:43:00,9.15,5.0,>
1780,SQ30184,Black Disc Clarity,2016-05-04 10:55:00,10.0,5.0,>
1782,SQ30184,Black Disc Clarity,2016-07-11 16:32:00,6.9,5.0,>
1783,SQ30184,Black Disc Clarity,2016-08-02 11:59:00,5.03,5.0,>
1787,SQ30184,Black Disc Clarity,2017-01-10 12:52:00,7.35,5.0,>
1788,SQ30184,Black Disc Clarity,2017-02-02 10:56:00,9.26,5.0,>
1789,SQ30184,Black Disc Clarity,2017-03-08 13:00:00,6.35,5.0,>
1791,SQ30184,Black Disc Clarity,2017-05-09 14:13:00,7.92,5.0,>
1793,SQ30184,Black Disc Clarity,2017-07-05 14:03:00,6.67,5.0,>
1798,SQ30184,Black Disc Clarity,2017-12-11 12:57:00,7.42,5.0,>
1800,SQ30184,Black Disc Clarity,2018-02-15 15:22:00,7.31,5.0,>
1806,SQ30184,Black Disc Clarity,2018-08-14 11:56:00,5.26,5.0,>
1807,SQ30184,Black Disc Clarity,2018-09-14 09:55:00,6.2,5.0,>
1808,SQ30184,Black Disc Clarity,2018-10-10 10:00:00,7.11,5.0,>
1811,SQ30184,Black Disc Clarity,2019-01-08 10:38:00,6.33,5.0,>
1812,SQ30184,Black Disc Clarity,2019-02-13 12:44:00,6.71,5.0,>
1813,SQ30184,Black Disc Clarity,2019-03-12 11:57:00,6.9,5.0,>
1817,SQ30184,Black Disc Clarity,2019-07-11 13:17:00,7.67,5.0,>
1822,SQ30184,Black Disc Clarity,2019-12-10 10:28:00,6.2,5.0,>
1885,SQ30215,Black Disc Clarity,2019-07-11 10:17:00,8.75,8.5,>
1888,SQ30332,Black Disc Clarity,2013-04-29 14:10:00,1.56,1.3,>
1889,SQ30332,Black Disc Clarity,2013-07-03 12:40:00,1.45,1.3,>
1890,SQ30332,Black Disc Clarity,2013-08-01 13:05:00,1.48,1.3,>
1891,SQ30332,Black Disc Clarity,2013-09-05 10:42:00,1.8,1.3,>
1892,SQ30332,Black Disc Clarity,2013-10-03 12:09:00,2.33,1.3,>
1893,SQ30332,Black Disc Clarity,2013-11-04 09:45:00,2.45,1.3,>
1894,SQ30332,Black Disc Clarity,2013-12-05 09:57:00,2.41,1.3,>
1895,SQ30332,Black Disc Clarity,2014-01-07 09:00:00,2.82,1.3,>
1896,SQ30332,Black Disc Clarity,2014-02-05 12:53:00,3.39,1.3,>
1898,SQ30332,Black Disc Clarity,2014-04-03 13:42:00,3.42,1.3,>
1899,SQ30332,Black Disc Clarity,2014-05-06 12:12:00,1.59,1.3,>
1902,SQ30332,Black Disc Clarity,2014-08-13 09:38:00,1.34,1.3,>
1903,SQ30332,Black Disc Clarity,2014-09-01 10:12:00,1.71,1.3,>
1904,SQ30332,Black Disc Clarity,2014-10-09 08:30:00,3.39,1.3,>
1905,SQ30332,Black Disc Clarity,2014-11-03 09:20:00,2.23,1.3,>
1906,SQ30332,Black Disc Clarity,2014-12-11 10:51:00,2.96,1.3,>
1907,SQ30332,Black Disc Clarity,2015-01-15 08:50:00,2.9,1.3,>
1908,SQ30332,Black Disc Clarity,2015-02-16 11:29:00,3.0,1.3,>
1909,SQ30332,Black Disc Clarity,2015-03-13 09:10:00,2.25,1.3,>
1910,SQ30332,Black Disc Clarity,2015-04-09 09:20:00,2.84,1.3,>
1911,SQ30332,Black Disc Clarity,2015-05-13 09:42:00,2.1,1.3,>
1912,SQ30332,Black Disc Clarity,2015-06-11 09:58:00,1.72,1.3,>
1913,SQ30332,Black Disc Clarity,2015-07-14 10:22:00,1.37,1.3,>
1914,SQ30332,Black Disc Clarity,2015-08-11 10:12:00,3.1,1.3,>
1915,SQ30332,Black Disc Clarity,2015-09-14 10:12:00,4.05,1.3,>
1916,SQ30332,Black Disc Clarity,2015-10-07 09:32:00,3.38,1.3,>
1917,SQ30332,Black Disc Clarity,2015-11-04 09:13:00,4.22,1.3,>
1918,SQ30332,Black Disc Clarity,2015-12-09 09:46:00,3.49,1.3,>
1919,SQ30332,Black Disc Clarity,2016-01-14 10:08:00,3.39,1.3,>
1920,SQ30332,Black Disc Clarity,2016-02-10 10:39:00,3.9,1.3,>
1921,SQ30332,Black Disc Clarity,2016-03-09 10:48:00,4.31,1.3,>
1922,SQ30332,Black Disc Clarity,2016-04-14 10:46:00,1.56,1.3,>
1923,SQ30332,Black Disc Clarity,2016-05-12 10:18:00,2.58,1.3,>
1924,SQ30332,Black Disc Clarity,2016-06-09 10:54:00,1.61,1.3,>
1925,SQ30332,Black Disc Clarity,2016-07-11 11:52:00,3.0,1.3,>
1926,SQ30332,Black Disc Clarity,2016-08-10 10:26:00,4.69,1.3,>
1927,SQ30332,Black Disc Clarity,2016-09-09 11:01:00,2.0,1.3,>
1928,SQ30332,Black Disc Clarity,2016-10-06 08:08:00,3.87,1.3,>
1929,SQ30332,Black Disc Clarity,2016-11-08 09:06:00,5.58,1.3,>
1930,SQ30332,Black Disc Clarity,2016-12-06 07:46:00,3.58,1.3,>
1931,SQ30332,Black Disc Clarity,2017-01-12 09:11:00,4.19,1.3,>
1932,SQ30332,Black Disc Clarity,2017-02-08 08:36:00,5.85,1.3,>
1933,SQ30332,Black Disc Clarity,2017-03-09 08:51:00,5.12,1.3,>
1935,SQ30332,Black Disc Clarity,2017-05-10 09:33:00,2.04,1.3,>
1936,SQ30332,Black Disc Clarity,2017-06-08 09:31:00,2.71,1.3,>
1937,SQ30332,Black Disc Clarity,2017-08-09 09:57:00,2.48,1.3,>
1938,SQ30332,Black Disc Clarity,2017-09-08 09:49:00,4.29,1.3,>
1940,SQ30332,Black Disc Clarity,2017-11-10 08:42:00,3.73,1.3,>
1941,SQ30332,Black Disc Clarity,2017-12-07 09:39:00,3.47,1.3,>
1942,SQ30332,Black Disc Clarity,2018-02-12 09:17:00,3.35,1.3,>
1943,SQ30332,Black Disc Clarity,2018-03-06 08:56:00,2.88,1.3,>
1944,SQ30332,Black Disc Clarity,2018-06-11 10:48:00,1.4,1.3,>
1945,SQ30332,Black Disc Clarity,2018-07-09 11:37:00,1.58,1.3,>
1946,SQ30332,Black Disc Clarity,2018-08-07 10:30:00,1.66,1.3,>
1947,SQ30332,Black Disc Clarity,2018-09-11 10:08:00,2.87,1.3,>
1948,SQ30332,Black Disc Clarity,2018-10-12 10:02:00,2.24,1.3,>
1949,SQ30332,Black Disc Clarity,2018-11-06 08:57:00,2.53,1.3,>
1950,SQ30332,Black Disc Clarity,2018-12-06 12:47:00,3.18,1.3,>
1951,SQ30332,Black Disc Clarity,2019-01-09 08:55:00,2.22,1.3,>
1952,SQ30332,Black Disc Clarity,2019-02-12 10:00:00,4.24,1.3,>
1953,SQ30332,Black Disc Clarity,2019-03-08 08:53:00,3.52,1.3,>
1955,SQ30332,Black Disc Clarity,2019-05-09 11:03:00,1.81,1.3,>
1957,SQ30332,Black Disc Clarity,2019-07-11 10:14:00,1.69,1.3,>
1958,SQ30332,Black Disc Clarity,2019-08-06 10:00:00,2.29,1.3,>
1959,SQ30332,Black Disc Clarity,2019-09-10 11:39:00,3.95,1.3,>
1960,SQ30332,Black Disc Clarity,2019-10-07 09:23:00,5.29,1.3,>
1961,SQ30332,Black Disc Clarity,2019-11-04 13:42:00,3.76,1.3,>
1962,SQ30332,Black Disc Clarity,2019-12-09 09:25:00,5.06,1.3,>
1963,SQ30400,Black Disc Clarity,2013-04-04 10:15:00,3.75,1.5,>
1964,SQ30400,Black Disc Clarity,2013-05-02 10:30:00,2.3,1.5,>
1966,SQ30400,Black Disc Clarity,2013-08-01 12:40:00,2.39,1.5,>
1968,SQ30400,Black Disc Clarity,2013-10-03 11:38:00,2.41,1.5,>
1969,SQ30400,Black Disc Clarity,2013-11-04 11:22:00,2.47,1.5,>
1970,SQ30400,Black Disc Clarity,2013-12-05 09:39:00,2.7,1.5,>
1971,SQ30400,Black Disc Clarity,2014-01-07 09:10:00,3.82,1.5,>
1972,SQ30400,Black Disc Clarity,2014-02-05 12:23:00,3.74,1.5,>
1974,SQ30400,Black Disc Clarity,2014-04-03 13:15:00,3.54,1.5,>
1975,SQ30400,Black Disc Clarity,2014-05-06 12:38:00,1.76,1.5,>
1976,SQ30400,Black Disc Clarity,2014-06-05 13:19:00,1.66,1.5,>
1977,SQ30400,Black Disc Clarity,2014-07-01 10:23:00,1.58,1.5,>
1978,SQ30400,Black Disc Clarity,2014-08-13 09:55:00,1.79,1.5,>
1979,SQ30400,Black Disc Clarity,2014-09-01 10:40:00,1.95,1.5,>
1981,SQ30400,Black Disc Clarity,2014-11-03 08:40:00,1.73,1.5,>
1983,SQ30400,Black Disc Clarity,2015-01-15 09:13:00,1.52,1.5,>
1984,SQ30400,Black Disc Clarity,2015-02-16 11:46:00,2.67,1.5,>
1985,SQ30400,Black Disc Clarity,2015-03-13 09:28:00,4.41,1.5,>
1986,SQ30400,Black Disc Clarity,2015-04-09 09:41:00,2.97,1.5,>
1987,SQ30400,Black Disc Clarity,2015-05-13 10:06:00,3.09,1.5,>
1988,SQ30400,Black Disc Clarity,2015-06-11 10:15:00,3.22,1.5,>
1989,SQ30400,Black Disc Clarity,2015-07-14 10:45:00,2.05,1.5,>
1990,SQ30400,Black Disc Clarity,2015-08-11 10:32:00,2.14,1.5,>
1991,SQ30400,Black Disc Clarity,2015-09-14 10:31:00,2.27,1.5,>
1992,SQ30400,Black Disc Clarity,2015-10-07 10:11:00,2.2,1.5,>
1993,SQ30400,Black Disc Clarity,2015-11-04 09:43:00,2.21,1.5,>
1994,SQ30400,Black Disc Clarity,2015-12-09 10:18:00,1.64,1.5,>
1995,SQ30400,Black Disc Clarity,2016-01-14 10:45:00,2.5,1.5,>
1996,SQ30400,Black Disc Clarity,2016-02-10 10:27:00,2.41,1.5,>
1997,SQ30400,Black Disc Clarity,2016-03-09 11:37:00,3.64,1.5,>
1998,SQ30400,Black Disc Clarity,2016-04-14 11:34:00,5.6,1.5,>
1999,SQ30400,Black Disc Clarity,2016-05-12 11:40:00,2.64,1.5,>
2000,SQ30400,Black Disc Clarity,2016-06-09 11:48:00,2.95,1.5,>
2001,SQ30400,Black Disc Clarity,2016-07-11 12:47:00,2.41,1.5,>
2002,SQ30400,Black Disc Clarity,2016-08-10 11:35:00,2.05,1.5,>
2004,SQ30400,Black Disc Clarity,2016-10-06 08:35:00,2.02,1.5,>
2005,SQ30400,Black Disc Clarity,2016-11-08 09:56:00,2.85,1.5,>
2006,SQ30400,Black Disc Clarity,2016-12-06 08:13:00,3.09,1.5,>
2007,SQ30400,Black Disc Clarity,2017-01-12 09:43:00,3.14,1.5,>
2008,SQ30400,Black Disc Clarity,2017-02-08 09:24:00,3.79,1.5,>
2009,SQ30400,Black Disc Clarity,2017-03-09 09:15:00,4.82,1.5,>
2011,SQ30400,Black Disc Clarity,2017-05-10 10:08:00,3.24,1.5,>
2012,SQ30400,Black Disc Clarity,2017-06-08 10:02:00,3.03,1.5,>
2013,SQ30400,Black Disc Clarity,2017-07-06 09:55:00,2.1,1.5,>
2014,SQ30400,Black Disc Clarity,2017-08-09 10:23:00,2.73,1.5,>
2015,SQ30400,Black Disc Clarity,2017-09-08 10:22:00,4.08,1.5,>
2017,SQ30400,Black Disc Clarity,2017-11-10 09:12:00,3.05,1.5,>
2018,SQ30400,Black Disc Clarity,2017-12-07 10:39:00,3.72,1.5,>
2019,SQ30400,Black Disc Clarity,2018-02-12 09:42:00,2.35,1.5,>
2020,SQ30400,Black Disc Clarity,2018-03-06 09:31:00,2.65,1.5,>
2022,SQ30400,Black Disc Clarity,2018-05-08 11:21:00,1.7,1.5,>
2023,SQ30400,Black Disc Clarity,2018-06-11 11:13:00,1.7,1.5,>
2024,SQ30400,Black Disc Clarity,2018-07-09 10:57:00,2.54,1.5,>
2025,SQ30400,Black Disc Clarity,2018-08-07 11:14:00,1.9,1.5,>
2026,SQ30400,Black Disc Clarity,2018-09-11 10:34:00,2.31,1.5,>
2027,SQ30400,Black Disc Clarity,2018-10-12 10:37:00,2.07,1.5,>
2028,SQ30400,Black Disc Clarity,2018-11-06 09:26:00,2.47,1.5,>
2030,SQ30400,Black Disc Clarity,2019-01-09 09:23:00,2.89,1.5,>
2031,SQ30400,Black Disc Clarity,2019-02-12 11:27:00,3.31,1.5,>
2032,SQ30400,Black Disc Clarity,2019-03-08 09:32:00,2.45,1.5,>
2033,SQ30400,Black Disc Clarity,2019-04-09 08:59:00,3.1,1.5,>
2034,SQ30400,Black Disc Clarity,2019-05-09 11:26:00,4.05,1.5,>
2036,SQ30400,Black Disc Clarity,2019-07-11 10:46:00,3.45,1.5,>
2037,SQ30400,Black Disc Clarity,2019-08-06 10:30:00,2.0,1.5,>
2038,SQ30400,Black Disc Clarity,2019-09-10 12:09:00,3.55,1.5,>
2039,SQ30400,Black Disc Clarity,2019-10-07 09:54:00,3.05,1.5,>
2040,SQ30400,Black Disc Clarity,2019-11-06 11:01:00,1.88,1.5,>
2041,SQ30400,Black Disc Clarity,2019-12-09 10:05:00,3.92,1.5,>
2042,SQ30445,Black Disc Clarity,2013-04-04 09:50:00,8.1,4.0,>
2043,SQ30445,Black Disc Clarity,2013-05-02 09:40:00,4.7,4.0,>
2046,SQ30445,Black Disc Clarity,2013-08-01 13:25:00,4.81,4.0,>
2047,SQ30445,Black Disc Clarity,2013-09-05 10:15:00,5.2,4.0,>
2048,SQ30445,Black Disc Clarity,2013-10-03 13:01:00,5.36,4.0,>
2049,SQ30445,Black Disc Clarity,2013-11-04 08:59:00,4.75,4.0,>
2050,SQ30445,Black Disc Clarity,2013-12-05 07:23:00,5.18,4.0,>
2054,SQ30445,Black Disc Clarity,2014-04-03 10:52:00,7.12,4.0,>
2056,SQ30445,Black Disc Clarity,2014-06-05 10:14:00,5.63,4.0,>
2057,SQ30445,Black Disc Clarity,2014-07-01 08:57:00,4.98,4.0,>
2058,SQ30445,Black Disc Clarity,2014-09-01 09:15:00,5.35,4.0,>
2059,SQ30445,Black Disc Clarity,2014-10-09 07:24:00,6.11,4.0,>
2060,SQ30445,Black Disc Clarity,2014-11-03 08:23:00,4.97,4.0,>
2062,SQ30445,Black Disc Clarity,2015-01-15 07:37:00,4.91,4.0,>
2063,SQ30445,Black Disc Clarity,2015-02-16 10:34:00,4.43,4.0,>
2064,SQ30445,Black Disc Clarity,2015-03-13 08:14:00,5.11,4.0,>
2065,SQ30445,Black Disc Clarity,2015-04-09 08:19:00,5.26,4.0,>
2066,SQ30445,Black Disc Clarity,2015-05-13 08:39:00,4.27,4.0,>
2070,SQ30445,Black Disc Clarity,2015-09-14 09:09:00,4.02,4.0,>
2071,SQ30445,Black Disc Clarity,2015-10-07 07:48:00,4.82,4.0,>
2072,SQ30445,Black Disc Clarity,2015-11-04 07:45:00,4.05,4.0,>
2073,SQ30445,Black Disc Clarity,2015-12-09 08:33:00,4.19,4.0,>
2076,SQ30445,Black Disc Clarity,2016-03-09 08:20:00,6.62,4.0,>
2077,SQ30445,Black Disc Clarity,2016-04-14 08:13:00,5.82,4.0,>
2078,SQ30445,Black Disc Clarity,2016-05-12 08:50:00,5.45,4.0,>
2080,SQ30445,Black Disc Clarity,2016-07-11 09:03:00,4.32,4.0,>
2081,SQ30445,Black Disc Clarity,2016-08-10 08:41:00,5.61,4.0,>
2083,SQ30445,Black Disc Clarity,2016-10-06 07:02:00,4.58,4.0,>
2085,SQ30445,Black Disc Clarity,2017-01-12 07:43:00,5.06,4.0,>
2086,SQ30445,Black Disc Clarity,2017-02-08 07:23:00,6.07,4.0,>
2087,SQ30445,Black Disc Clarity,2017-03-09 07:40:00,5.05,4.0,>
2089,SQ30445,Black Disc Clarity,2017-05-10 08:27:00,5.16,4.0,>
2090,SQ30445,Black Disc Clarity,2017-06-08 08:03:00,5.85,4.0,>
2091,SQ30445,Black Disc Clarity,2017-07-06 08:22:00,5.38,4.0,>
2092,SQ30445,Black Disc Clarity,2017-08-09 08:40:00,4.84,4.0,>
2093,SQ30445,Black Disc Clarity,2017-09-08 08:34:00,5.03,4.0,>
2095,SQ30445,Black Disc Clarity,2017-11-10 07:21:00,5.78,4.0,>
2096,SQ30445,Black Disc Clarity,2017-12-07 07:41:00,7.26,4.0,>
2098,SQ30445,Black Disc Clarity,2018-05-08 09:30:00,5.0,4.0,>
2099,SQ30445,Black Disc Clarity,2018-06-11 09:43:00,4.4,4.0,>
2100,SQ30445,Black Disc Clarity,2018-08-07 09:13:00,4.41,4.0,>
2101,SQ30445,Black Disc Clarity,2018-09-11 08:57:00,5.11,4.0,>
2102,SQ30445,Black Disc Clarity,2018-11-06 07:32:00,4.87,4.0,>
2103,SQ30445,Black Disc Clarity,2018-12-06 11:27:00,4.95,4.0,>
2104,SQ30445,Black Disc Clarity,2019-01-09 07:38:00,4.12,4.0,>
2105,SQ30445,Black Disc Clarity,2019-02-12 08:26:00,4.04,4.0,>
2107,SQ30445,Black Disc Clarity,2019-04-09 07:16:00,6.21,4.0,>
2108,SQ30445,Black Disc Clarity,2019-05-09 09:18:00,4.11,4.0,>
2110,SQ30445,Black Disc Clarity,2019-07-11 08:52:00,4.1,4.0,>
2111,SQ30445,Black Disc Clarity,2019-08-06 08:47:00,5.07,4.0,>
2112,SQ30445,Black Disc Clarity,2019-09-10 10:11:00,8.35,4.0,>
2113,SQ30445,Black Disc Clarity,2019-10-07 08:13:00,5.44,4.0,>
2114,SQ30445,Black Disc Clarity,2019-11-06 09:54:00,4.45,4.0,>
2115,SQ30445,Black Disc Clarity,2019-12-09 07:58:00,4.72,4.0,>
2186,SQ30782,Black Disc Clarity,2013-09-18 14:50:00,2.2,2.0,>
2187,SQ30782,Black Disc Clarity,2016-08-18 14:08:00,2.84,2.0,>
2188,SQ30782,Black Disc Clarity,2016-09-21 13:56:00,2.31,2.0,>
2189,SQ30782,Black Disc Clarity,2016-11-22 12:17:00,3.11,2.0,>
2190,SQ30782,Black Disc Clarity,2016-12-13 12:25:00,2.01,2.0,>
2191,SQ30782,Black Disc Clarity,2017-03-21 12:34:00,2.41,2.0,>
2192,SQ30782,Black Disc Clarity,2017-04-20 14:21:00,2.1,2.0,>
2193,SQ30782,Black Disc Clarity,2017-05-16 15:22:00,2.36,2.0,>
2197,SQ30782,Black Disc Clarity,2017-12-18 14:53:00,2.37,2.0,>
2200,SQ30782,Black Disc Clarity,2018-04-26 14:58:00,2.05,2.0,>
2201,SQ30782,Black Disc Clarity,2018-05-24 14:51:00,2.55,2.0,>
2204,SQ30782,Black Disc Clarity,2018-09-17 13:13:00,2.1,2.0,>
2207,SQ30782,Black Disc Clarity,2018-12-17 14:36:00,2.05,2.0,>
2210,SQ30782,Black Disc Clarity,2019-05-20 14:02:00,3.02,2.0,>
2212,SQ30782,Black Disc Clarity,2019-07-18 14:37:00,2.35,2.0,>
2214,SQ30782,Black Disc Clarity,2019-10-22 13:00:00,2.14,2.0,>
2215,SQ30782,Black Disc Clarity,2019-11-20 13:07:00,2.08,2.0,>
2221,SQ30878,Black Disc Clarity,2013-08-15 13:10:00,1.82,1.5,>
